,Season,Sprinkler,Rain,Wet,Slippery
2494,Summer,1,0,1,1
2495,Spring,1,1,1,1
2496,Autumn,0,1,1,0
2497,Summer,0,0,0,0
2498,Autumn,1,1,1,1
2499,Spring,0,0,0,0
2500,Summer,1,0,1,0
2501,Winter,0,0,0,0
2502,Summer,1,0,1,1
2503,Autumn,0,0,0,1
2504,Spring,0,0,0,0
2505,Winter,0,0,0,0
2506,Summer,0,0,0,0
2507,Winter,0,0,0,0
2508,Autumn,0,1,1,1
2509,Summer,1,0,1,1
2510,Summer,0,0,0,1
2511,Summer,1,0,1,1
2512,Spring,0,0,0,0
2513,Summer,0,0,0,0
2514,Autumn,0,1,1,1
2515,Summer,1,0,1,1
2516,Spring,1,1,1,1
2517,Winter,0,0,0,0
2518,Autumn,0,1,1,1
2519,Spring,1,1,1,1
2520,Summer,1,0,1,1
2521,Spring,0,1,1,1
2522,Autumn,1,1,1,1
2523,Winter,0,0,0,0
2524,Summer,1,0,1,0
2525,Spring,0,1,1,1
2526,Autumn,0,1,1,1
2527,Autumn,0,0,0,0
2528,Winter,0,0,0,0
2529,Winter,0,0,0,0
2530,Autumn,0,1,1,1
2531,Summer,1,0,1,1
2532,Autumn,0,1,1,1
2533,Winter,0,0,0,1
2534,Autumn,0,1,1,1
2535,Summer,1,1,1,1
2536,Summer,1,0,1,1
2537,Spring,0,1,1,1
2538,Summer,1,0,1,1
2539,Spring,1,0,1,1
2540,Autumn,1,1,1,1
2541,Spring,0,1,1,1
2542,Winter,0,1,1,1
2543,Winter,0,0,0,0
2544,Winter,0,1,1,1
2545,Summer,0,0,0,0
2546,Summer,0,0,0,1
2547,Autumn,0,0,0,0
2548,Spring,0,1,1,1
2549,Winter,0,0,0,0
2550,Winter,0,0,0,1
2551,Summer,1,0,1,0
2552,Summer,0,0,0,1
2553,Spring,1,0,1,1
2554,Summer,1,0,1,1
2555,Winter,0,1,1,1
2556,Winter,0,0,0,0
2557,Autumn,0,0,0,0
2558,Winter,0,0,0,0
2559,Winter,0,0,0,0
2560,Spring,1,0,1,1
2561,Spring,1,0,1,1
2562,Autumn,1,1,1,1
2563,Winter,0,1,1,1
2564,Winter,0,0,0,0
2565,Spring,1,0,1,1
2566,Autumn,0,1,1,1
2567,Summer,1,0,1,1
2568,Autumn,0,1,1,1
2569,Summer,1,0,1,1
2570,Spring,0,1,1,1
2571,Spring,0,1,1,1
2572,Spring,0,0,0,0
2573,Autumn,0,0,0,0
2574,Autumn,0,0,0,0
2575,Spring,1,0,1,1
2576,Autumn,0,1,1,1
2577,Winter,0,1,1,1
2578,Winter,0,0,0,0
2579,Winter,0,0,0,0
2580,Winter,0,0,0,0
2581,Winter,0,1,1,1
2582,Spring,1,0,1,1
2583,Autumn,1,1,1,1
2584,Summer,1,0,1,1
2585,Summer,1,0,1,1
2586,Autumn,1,1,1,1
2587,Autumn,1,1,1,0
2588,Autumn,1,1,1,1
2589,Winter,0,0,0,0
2590,Winter,0,0,0,0
2591,Autumn,0,1,1,1
2592,Spring,1,0,1,1
2593,Summer,0,0,0,0
2594,Spring,1,1,1,1
2595,Summer,0,0,0,1
2596,Winter,0,1,1,1
2597,Winter,0,0,0,0
2598,Winter,0,0,0,0
2599,Autumn,0,1,1,1
2600,Summer,1,0,1,1
2601,Autumn,1,0,1,1
2602,Autumn,0,0,0,0
2603,Autumn,1,1,1,1
2604,Summer,0,0,0,0
2605,Autumn,0,1,1,1
2606,Summer,1,0,1,1
2607,Winter,0,1,1,1
2608,Spring,0,0,0,0
2609,Autumn,1,0,1,0
2610,Spring,0,1,1,1
2611,Spring,0,1,1,1
2612,Autumn,1,0,1,1
2613,Autumn,0,1,1,1
2614,Autumn,0,1,1,1
2615,Winter,0,1,1,1
2616,Summer,0,0,0,0
2617,Spring,0,0,0,0
2618,Autumn,0,1,1,1
2619,Summer,1,0,1,1
2620,Autumn,0,1,1,1
2621,Autumn,0,1,1,1
2622,Spring,0,1,1,1
2623,Summer,1,0,1,1
2624,Winter,0,0,0,0
2625,Winter,0,0,0,0
2626,Spring,1,0,1,1
2627,Summer,1,0,1,0
2628,Spring,1,0,1,1
2629,Winter,0,0,0,0
2630,Summer,1,0,1,0
2631,Summer,1,0,1,1
2632,Spring,0,0,0,0
2633,Autumn,1,1,1,1
2634,Winter,0,0,0,0
2635,Winter,0,1,1,1
2636,Summer,1,1,1,1
2637,Autumn,0,1,1,1
2638,Winter,0,0,0,0
2639,Autumn,0,0,0,0
2640,Autumn,0,1,1,1
2641,Summer,0,0,0,0
2642,Winter,0,0,0,0
2643,Summer,1,0,1,1
2644,Autumn,1,1,1,1
2645,Spring,0,1,1,1
2646,Winter,0,1,1,1
2647,Summer,1,0,1,1
2648,Spring,1,1,1,1
2649,Autumn,0,1,1,1
2650,Summer,1,1,1,0
2651,Spring,0,1,1,1
2652,Winter,0,0,0,0
2653,Winter,0,0,0,0
2654,Spring,1,1,1,1
2655,Winter,0,0,0,0
2656,Autumn,1,1,1,1
2657,Summer,0,0,0,0
2658,Spring,0,1,1,1
2659,Autumn,1,0,1,1
2660,Spring,1,1,1,1
2661,Summer,1,0,1,1
2662,Spring,0,1,1,1
2663,Autumn,0,0,0,0
2664,Spring,1,0,1,1
2665,Winter,0,0,0,1
2666,Spring,1,0,1,1
2667,Autumn,1,1,1,1
2668,Summer,1,0,1,1
2669,Winter,0,1,1,0
2670,Summer,1,1,1,1
2671,Autumn,1,0,1,1
2672,Autumn,0,1,1,1
2673,Winter,0,0,0,0
2674,Autumn,0,1,1,1
2675,Autumn,1,1,1,1
2676,Winter,0,0,0,0
2677,Spring,0,1,1,1
2678,Summer,1,0,1,1
2679,Summer,0,1,1,1
2680,Summer,1,0,1,1
2681,Winter,0,0,0,0
2682,Autumn,1,1,1,1
2683,Autumn,1,1,1,1
2684,Autumn,0,1,1,0
2685,Spring,1,0,1,0
2686,Winter,0,0,0,0
2687,Summer,1,0,1,1
2688,Autumn,0,0,0,0
2689,Autumn,0,1,1,1
2690,Summer,1,0,1,1
2691,Autumn,1,1,1,1
2692,Summer,1,1,1,1
2693,Spring,0,1,1,1
2694,Spring,0,1,1,1
2695,Autumn,0,1,1,1
2696,Summer,1,0,1,1
2697,Winter,0,0,0,0
2698,Spring,1,1,1,1
2699,Summer,1,0,1,1
2700,Autumn,0,0,0,0
2701,Spring,1,0,1,1
2702,Autumn,0,0,0,0
2703,Spring,0,1,1,1
2704,Autumn,0,1,1,1
2705,Spring,0,0,0,0
2706,Summer,1,0,1,1
2707,Autumn,0,1,1,1
2708,Winter,0,0,0,0
2709,Winter,0,0,0,0
2710,Summer,1,1,1,1
2711,Summer,1,0,1,0
2712,Spring,0,0,0,0
2713,Spring,0,0,0,1
2714,Spring,0,1,1,1
2715,Summer,0,0,0,0
2716,Autumn,0,1,1,0
2717,Summer,0,0,0,0
2718,Spring,1,0,1,1
2719,Spring,0,1,1,1
2720,Spring,1,0,1,1
2721,Summer,0,0,0,0
2722,Winter,0,1,1,1
2723,Summer,1,1,1,1
2724,Summer,1,0,1,0
2725,Spring,0,0,0,0
2726,Summer,0,0,0,0
2727,Summer,0,1,1,1
2728,Summer,0,1,1,1
2729,Spring,1,1,1,0
2730,Autumn,0,1,1,1
2731,Spring,0,1,1,1
2732,Autumn,0,1,1,1
2733,Spring,1,1,1,1
2734,Summer,1,0,1,1
2735,Winter,0,0,0,0
2736,Winter,0,0,0,0
2737,Autumn,1,1,1,1
2738,Spring,0,1,1,1
2739,Autumn,0,1,1,1
2740,Summer,0,0,0,0
2741,Spring,0,0,0,0
2742,Summer,0,0,0,0
2743,Autumn,0,1,1,1
2744,Summer,1,0,1,1
2745,Winter,0,0,0,0
2746,Autumn,1,1,1,1
2747,Winter,0,0,0,0
2748,Autumn,0,0,0,0
2749,Spring,1,0,1,1
2750,Summer,1,1,1,1
2751,Spring,1,1,1,0
2752,Winter,0,0,0,0
2753,Winter,0,0,0,0
2754,Autumn,0,0,0,0
2755,Autumn,0,1,1,1
2756,Winter,0,0,0,0
2757,Autumn,0,0,0,0
2758,Spring,1,1,1,0
2759,Autumn,0,1,1,1
2760,Spring,1,0,1,1
2761,Summer,1,1,1,1
2762,Spring,0,0,0,0
2763,Winter,0,1,1,1
2764,Winter,0,1,1,1
2765,Spring,1,0,1,1
2766,Summer,1,1,1,1
2767,Autumn,0,1,1,1
2768,Autumn,0,0,0,0
2769,Winter,0,0,0,0
2770,Autumn,0,0,0,0
2771,Spring,0,0,0,1
2772,Autumn,0,0,0,1
2773,Summer,1,0,1,1
2774,Spring,0,1,1,1
2775,Winter,0,1,1,1
2776,Winter,0,0,0,0
2777,Summer,1,1,1,1
2778,Autumn,0,1,1,1
2779,Winter,0,0,0,0
2780,Autumn,0,1,1,1
2781,Summer,1,0,1,1
2782,Autumn,0,1,1,1
2783,Summer,0,0,0,0
2784,Spring,0,0,0,0
2785,Winter,0,0,0,0
2786,Winter,0,0,0,0
2787,Autumn,0,1,1,0
2788,Summer,0,0,0,0
2789,Autumn,0,1,1,1
2790,Spring,0,0,0,0
2791,Spring,0,0,0,0
2792,Autumn,0,0,0,0
2793,Winter,0,0,0,0
2794,Autumn,0,0,0,0
2795,Summer,1,0,1,1
2796,Spring,0,1,1,1
2797,Autumn,0,1,1,1
2798,Winter,0,0,0,1
2799,Autumn,0,1,1,1
2800,Summer,1,1,1,1
2801,Winter,0,0,0,0
2802,Autumn,1,1,1,1
2803,Autumn,0,1,1,1
2804,Winter,0,1,1,1
2805,Autumn,1,1,1,1
2806,Spring,0,0,0,0
2807,Summer,1,0,1,1
2808,Autumn,1,1,1,1
2809,Autumn,0,1,1,1
2810,Autumn,1,1,1,1
2811,Autumn,0,0,0,0
2812,Winter,0,0,0,1
2813,Summer,0,0,0,0
2814,Spring,0,0,0,0
2815,Spring,0,1,1,1
2816,Winter,0,0,0,0
2817,Summer,0,0,0,1
2818,Spring,0,0,0,0
2819,Spring,0,1,1,1
2820,Summer,1,0,1,1
2821,Autumn,0,0,0,0
2822,Summer,1,0,1,1
2823,Winter,0,0,0,0
2824,Autumn,0,1,1,1
2825,Spring,0,1,1,1
2826,Winter,0,0,0,0
2827,Spring,0,0,0,1
2828,Winter,0,1,1,1
2829,Winter,0,1,1,0
2830,Summer,0,0,0,0
2831,Spring,0,0,0,0
2832,Autumn,1,1,1,1
2833,Autumn,0,0,0,0
2834,Autumn,0,0,0,0
2835,Summer,0,1,1,1
2836,Summer,1,0,1,1
2837,Autumn,0,1,1,1
2838,Winter,0,0,0,0
2839,Summer,0,0,0,1
2840,Autumn,1,0,1,1
2841,Winter,0,0,0,0
2842,Autumn,1,0,1,1
2843,Spring,1,0,1,1
2844,Winter,0,0,0,0
2845,Winter,0,0,0,0
2846,Summer,1,0,1,1
2847,Winter,0,0,0,0
2848,Summer,1,0,1,1
2849,Winter,0,0,0,0
2850,Summer,1,0,1,1
2851,Spring,0,0,0,1
2852,Spring,0,0,0,0
2853,Summer,1,0,1,1
2854,Spring,0,1,1,1
2855,Winter,0,0,0,0
2856,Summer,1,0,1,1
2857,Autumn,1,1,1,1
2858,Winter,0,0,0,0
2859,Autumn,0,0,0,0
2860,Spring,1,1,1,1
2861,Spring,0,1,1,1
2862,Spring,0,0,0,0
2863,Summer,1,0,1,1
2864,Autumn,0,1,1,1
2865,Summer,1,1,1,1
2866,Summer,1,0,1,1
2867,Winter,0,0,0,0
2868,Spring,0,1,1,1
2869,Winter,0,0,0,0
2870,Spring,1,1,1,1
2871,Autumn,0,0,0,0
2872,Spring,1,0,1,1
2873,Spring,0,1,1,1
2874,Summer,0,1,1,1
2875,Spring,1,0,1,1
2876,Spring,1,1,1,1
2877,Spring,0,0,0,0
2878,Spring,0,1,1,1
2879,Autumn,0,1,1,0
2880,Autumn,0,1,1,1
2881,Winter,0,0,0,0
2882,Spring,0,0,0,0
2883,Summer,1,1,1,1
2884,Autumn,0,0,0,0
2885,Winter,0,0,0,0
2886,Autumn,0,0,0,0
2887,Summer,1,0,1,1
2888,Spring,0,1,1,1
2889,Summer,1,0,1,1
2890,Summer,1,1,1,1
2891,Autumn,0,1,1,0
2892,Winter,0,0,0,0
2893,Winter,0,1,1,1
2894,Spring,0,1,1,1
2895,Autumn,1,1,1,1
2896,Autumn,0,1,1,1
2897,Spring,0,1,1,1
2898,Summer,0,0,0,0
2899,Summer,1,0,1,1
2900,Autumn,0,1,1,1
2901,Winter,0,0,0,0
2902,Autumn,0,0,0,0
2903,Autumn,1,1,1,1
2904,Summer,1,0,1,1
2905,Autumn,0,1,1,1
2906,Spring,0,0,0,0
2907,Winter,0,1,1,0
2908,Summer,1,1,1,1
2909,Summer,1,0,1,1
2910,Summer,1,1,1,1
2911,Summer,1,1,1,1
2912,Winter,0,0,0,0
2913,Winter,0,0,0,0
2914,Summer,1,0,1,1
2915,Autumn,0,1,1,1
2916,Spring,1,1,1,1
2917,Summer,1,0,1,1
2918,Spring,1,1,1,1
2919,Spring,1,0,1,1
2920,Spring,1,1,1,1
2921,Summer,1,0,1,1
2922,Autumn,1,0,1,1
2923,Winter,0,1,1,1
2924,Autumn,0,0,0,1
2925,Summer,1,1,1,1
2926,Summer,0,0,0,0
2927,Autumn,0,1,1,1
2928,Winter,0,0,0,0
2929,Winter,0,0,0,0
2930,Summer,0,0,0,0
2931,Winter,0,0,0,0
2932,Winter,0,0,0,0
2933,Autumn,0,1,1,1
2934,Winter,0,0,0,0
2935,Autumn,0,1,1,1
2936,Autumn,1,1,1,1
2937,Autumn,0,0,0,0
2938,Summer,0,0,0,0
2939,Winter,0,0,0,0
2940,Winter,0,0,0,0
2941,Autumn,0,1,1,1
2942,Winter,0,0,0,0
2943,Summer,1,1,1,1
2944,Summer,1,1,1,1
2945,Spring,1,0,1,1
2946,Summer,1,0,1,1
2947,Autumn,1,0,1,1
2948,Spring,0,0,0,0
2949,Spring,0,1,1,1
2950,Winter,0,0,0,0
2951,Summer,1,0,1,1
2952,Autumn,0,0,0,0
2953,Summer,1,0,1,1
2954,Spring,1,0,1,1
2955,Summer,1,1,1,1
2956,Summer,0,0,0,1
2957,Summer,1,0,1,1
2958,Summer,0,0,0,0
2959,Summer,0,0,0,0
2960,Autumn,1,1,1,1
2961,Autumn,1,0,1,1
2962,Autumn,1,0,1,1
2963,Autumn,1,0,1,1
2964,Summer,1,0,1,1
2965,Autumn,1,0,1,0
2966,Winter,0,0,0,0
2967,Spring,1,0,1,1
2968,Autumn,0,1,1,0
2969,Autumn,1,1,1,1
2970,Winter,0,1,1,0
2971,Summer,0,0,0,0
2972,Spring,1,1,1,1
2973,Spring,1,0,1,1
2974,Autumn,0,1,1,1
2975,Spring,1,0,1,1
2976,Winter,0,0,0,0
2977,Spring,1,0,1,1
2978,Autumn,0,0,0,0
2979,Autumn,0,1,1,1
2980,Spring,0,1,1,1
2981,Autumn,1,1,1,1
2982,Spring,1,1,1,0
2983,Winter,0,0,0,0
2984,Spring,1,1,1,1
2985,Summer,1,1,1,1
2986,Autumn,0,1,1,1
2987,Winter,0,1,1,1
2988,Spring,1,0,1,1
2989,Autumn,0,1,1,1
2990,Summer,0,0,0,0
2991,Winter,0,0,0,0
2992,Summer,0,0,0,0
2993,Winter,0,1,1,1
2994,Spring,1,0,1,1
2995,Autumn,0,1,1,1
2996,Autumn,0,1,1,1
2997,Spring,0,1,1,1
2998,Spring,1,0,1,1
2999,Summer,1,0,1,1
3000,Winter,0,0,0,0
3001,Spring,0,1,1,1
3002,Autumn,0,0,0,0
3003,Spring,0,0,0,0
3004,Spring,1,1,1,1
3005,Autumn,1,1,1,1
3006,Spring,0,0,0,0
3007,Winter,0,0,0,0
3008,Summer,1,1,1,1
3009,Spring,1,0,1,1
3010,Spring,1,0,1,1
3011,Winter,0,1,1,0
3012,Winter,0,0,0,0
3013,Spring,0,1,1,1
3014,Spring,0,1,1,1
3015,Spring,0,1,1,1
3016,Summer,1,1,1,1
3017,Summer,1,0,1,1
3018,Summer,0,0,0,0
3019,Spring,0,0,0,0
3020,Winter,0,1,1,1
3021,Summer,1,0,1,1
3022,Spring,1,0,1,1
3023,Spring,0,0,0,0
3024,Summer,1,0,1,1
3025,Spring,0,0,0,0
3026,Summer,1,0,1,1
3027,Autumn,1,1,1,1
3028,Spring,1,1,1,0
3029,Autumn,0,1,1,1
3030,Winter,0,0,0,0
3031,Autumn,0,0,0,0
3032,Spring,0,0,0,0
3033,Winter,0,0,0,0
3034,Winter,0,0,0,1
3035,Summer,0,0,0,0
3036,Spring,1,0,1,0
3037,Summer,1,0,1,1
3038,Winter,0,0,0,0
3039,Spring,1,1,1,1
3040,Winter,0,0,0,0
3041,Spring,0,0,0,0
3042,Spring,1,0,1,1
3043,Spring,0,0,0,0
3044,Spring,0,0,0,0
3045,Spring,0,0,0,0
3046,Spring,0,0,0,0
3047,Autumn,0,1,1,0
3048,Summer,0,0,0,0
3049,Summer,1,0,1,1
3050,Autumn,0,1,1,1
3051,Winter,0,0,0,0
3052,Autumn,1,1,1,1
3053,Autumn,0,0,0,0
3054,Summer,0,0,0,0
3055,Autumn,0,1,1,1
3056,Autumn,0,1,1,1
3057,Summer,1,1,1,1
3058,Summer,0,0,0,0
3059,Spring,0,1,1,1
3060,Summer,1,0,1,1
3061,Winter,0,0,0,0
3062,Winter,0,0,0,0
3063,Autumn,0,0,0,0
3064,Summer,1,1,1,1
3065,Summer,1,0,1,1
3066,Spring,1,0,1,1
3067,Spring,0,0,0,0
3068,Winter,0,0,0,0
3069,Spring,0,1,1,1
3070,Summer,0,0,0,0
3071,Winter,0,0,0,0
3072,Winter,0,0,0,0
3073,Autumn,0,1,1,1
3074,Autumn,1,1,1,1
3075,Winter,0,0,0,0
3076,Spring,0,1,1,1
3077,Autumn,1,1,1,1
3078,Summer,1,1,1,1
3079,Spring,0,0,0,0
3080,Spring,0,1,1,1
3081,Winter,0,1,1,1
3082,Summer,1,1,1,1
3083,Winter,0,0,0,0
3084,Summer,1,0,1,0
3085,Winter,0,0,0,0
3086,Spring,0,0,0,0
3087,Autumn,0,1,1,1
3088,Spring,0,1,1,1
3089,Spring,0,1,1,1
3090,Spring,0,1,1,1
3091,Summer,0,0,0,0
3092,Autumn,1,1,1,1
3093,Winter,0,0,0,0
3094,Spring,0,1,1,1
3095,Summer,1,0,1,1
3096,Autumn,0,0,0,0
3097,Winter,0,0,0,0
3098,Winter,0,0,0,0
3099,Autumn,0,0,0,0
3100,Spring,0,0,0,0
3101,Autumn,0,1,1,1
3102,Spring,1,1,1,1
3103,Autumn,0,1,1,1
3104,Autumn,0,1,1,1
3105,Autumn,0,0,0,0
3106,Autumn,1,1,1,0
3107,Winter,0,1,1,1
3108,Summer,0,0,0,0
3109,Spring,1,0,1,1
3110,Spring,1,0,1,1
3111,Spring,0,1,1,1
3112,Spring,1,0,1,1
3113,Autumn,1,1,1,1
3114,Winter,0,0,0,1
3115,Summer,1,0,1,1
3116,Autumn,0,1,1,1
3117,Summer,1,0,1,1
3118,Winter,0,0,0,0
3119,Summer,0,0,0,0
3120,Summer,1,0,1,1
3121,Autumn,0,0,0,0
3122,Winter,0,0,0,0
3123,Autumn,1,1,1,1
3124,Winter,0,0,0,0
3125,Spring,1,0,1,1
3126,Spring,1,0,1,1
3127,Winter,0,0,0,0
3128,Autumn,0,1,1,1
3129,Winter,0,0,0,0
3130,Autumn,0,0,0,0
3131,Spring,0,1,1,0
3132,Winter,0,1,1,1
3133,Summer,1,1,1,1
3134,Autumn,0,0,0,0
3135,Summer,0,0,0,0
3136,Summer,1,0,1,1
3137,Spring,0,1,1,0
3138,Autumn,0,1,1,1
3139,Spring,0,1,1,1
3140,Winter,0,0,0,0
3141,Spring,0,0,0,0
3142,Summer,1,0,1,1
3143,Summer,1,0,1,1
3144,Autumn,0,1,1,1
3145,Winter,0,1,1,1
3146,Spring,0,1,1,1
3147,Spring,0,1,1,1
3148,Winter,0,0,0,0
3149,Winter,0,0,0,0
3150,Summer,1,0,1,1
3151,Summer,0,0,0,0
3152,Winter,0,0,0,0
3153,Summer,1,1,1,1
3154,Autumn,0,1,1,1
3155,Spring,0,1,1,1
3156,Autumn,0,1,1,1
3157,Spring,0,1,1,1
3158,Autumn,0,0,0,0
3159,Spring,0,0,0,1
3160,Summer,0,1,1,1
3161,Summer,0,0,0,0
3162,Summer,1,0,1,1
3163,Autumn,1,1,1,1
3164,Autumn,0,1,1,1
3165,Autumn,1,1,1,1
3166,Spring,0,1,1,1
3167,Autumn,1,0,1,1
3168,Summer,1,0,1,1
3169,Autumn,1,1,1,1
3170,Summer,1,0,1,1
3171,Autumn,0,1,1,1
3172,Spring,1,1,1,1
3173,Autumn,0,0,0,0
3174,Summer,1,0,1,1
3175,Spring,1,0,1,1
3176,Winter,0,1,1,1
3177,Summer,1,0,1,1
3178,Summer,0,0,0,0
3179,Spring,0,1,1,1
3180,Autumn,0,0,0,0
3181,Summer,1,0,1,1
3182,Summer,0,0,0,0
3183,Winter,0,0,0,0
3184,Winter,0,0,0,0
3185,Autumn,1,0,1,1
3186,Winter,0,0,0,0
3187,Spring,1,1,1,1
3188,Winter,0,0,0,0
3189,Summer,0,1,1,1
3190,Spring,1,1,1,1
3191,Winter,0,1,1,1
3192,Spring,1,1,1,1
3193,Summer,1,0,1,1
3194,Winter,0,0,0,0
3195,Spring,1,0,1,1
3196,Autumn,0,0,0,0
3197,Summer,0,0,0,0
3198,Summer,1,0,1,1
3199,Autumn,0,1,1,0
3200,Summer,0,0,0,0
3201,Winter,0,0,0,0
3202,Winter,0,0,0,0
3203,Spring,1,1,1,1
3204,Spring,1,1,1,1
3205,Summer,1,0,1,0
3206,Autumn,0,0,0,0
3207,Summer,1,0,1,0
3208,Spring,0,0,0,0
3209,Spring,0,0,0,0
3210,Spring,1,0,1,1
3211,Winter,0,1,1,1
3212,Summer,1,0,1,1
3213,Summer,1,0,1,1
3214,Winter,0,0,0,0
3215,Summer,1,1,1,1
3216,Autumn,1,0,1,1
3217,Autumn,0,1,1,1
3218,Winter,0,0,0,0
3219,Spring,0,0,0,1
3220,Spring,1,0,1,1
3221,Summer,1,0,1,1
3222,Autumn,0,0,0,0
3223,Spring,0,0,0,0
3224,Winter,0,0,0,0
3225,Winter,0,0,0,1
3226,Autumn,0,1,1,1
3227,Autumn,1,1,1,0
3228,Summer,1,0,1,1
3229,Spring,0,1,1,0
3230,Winter,0,0,0,0
3231,Autumn,0,1,1,1
3232,Winter,0,0,0,0
3233,Summer,1,0,1,1
3234,Autumn,0,1,1,1
3235,Winter,0,0,0,0
3236,Summer,0,0,0,0
3237,Winter,0,0,0,0
3238,Winter,0,0,0,0
3239,Spring,0,1,1,0
3240,Autumn,0,0,0,0
3241,Spring,0,1,1,1
3242,Winter,0,0,0,0
3243,Winter,0,0,0,0
3244,Spring,0,1,1,1
3245,Summer,0,1,1,1
3246,Winter,0,1,1,1
3247,Winter,0,0,0,0
3248,Summer,1,0,1,1
3249,Spring,1,0,1,0
3250,Summer,0,0,0,0
3251,Spring,0,1,1,1
3252,Summer,1,0,1,1
3253,Winter,0,0,0,0
3254,Autumn,0,1,1,1
3255,Autumn,0,0,0,0
3256,Winter,0,0,0,0
3257,Winter,0,0,0,1
3258,Summer,1,0,1,1
3259,Autumn,0,1,1,1
3260,Spring,0,1,1,1
3261,Winter,0,1,1,1
3262,Spring,1,1,1,1
3263,Winter,0,1,1,1
3264,Summer,1,0,1,0
3265,Winter,0,0,0,0
3266,Autumn,0,1,1,0
3267,Winter,0,0,0,0
3268,Spring,0,0,0,0
3269,Winter,0,0,0,0
3270,Summer,1,0,1,1
3271,Summer,0,0,0,0
3272,Spring,0,0,0,0
3273,Summer,0,0,0,0
3274,Autumn,1,1,1,1
3275,Autumn,0,0,0,0
3276,Summer,1,0,1,0
3277,Summer,0,0,0,0
3278,Autumn,1,0,1,1
3279,Spring,1,0,1,1
3280,Summer,1,0,1,1
3281,Autumn,1,0,1,1
3282,Winter,0,1,1,1
3283,Spring,1,0,1,1
3284,Autumn,1,1,1,1
3285,Summer,1,0,1,1
3286,Spring,0,1,1,1
3287,Summer,1,0,1,1
3288,Spring,1,1,1,1
3289,Summer,0,0,0,1
3290,Winter,0,1,1,1
3291,Autumn,0,1,1,1
3292,Spring,0,0,0,1
3293,Spring,0,1,1,0
3294,Winter,0,1,1,1
3295,Spring,0,1,1,1
3296,Spring,1,1,1,1
3297,Autumn,1,1,1,1
3298,Autumn,1,1,1,1
3299,Spring,0,0,0,0
3300,Summer,1,0,1,1
3301,Autumn,0,1,1,1
3302,Autumn,0,1,1,1
3303,Winter,0,0,0,0
3304,Spring,0,1,1,1
3305,Spring,1,1,1,1
3306,Winter,0,0,0,0
3307,Spring,0,1,1,1
3308,Winter,0,0,0,0
3309,Autumn,0,1,1,0
3310,Summer,1,0,1,1
3311,Winter,0,0,0,0
3312,Winter,0,1,1,1
3313,Winter,0,1,1,1
3314,Winter,0,0,0,0
3315,Spring,0,1,1,1
3316,Summer,1,0,1,1
3317,Winter,0,0,0,0
3318,Summer,1,0,1,0
3319,Winter,0,1,1,1
3320,Spring,0,0,0,0
3321,Summer,0,0,0,0
3322,Summer,1,0,1,1
3323,Autumn,0,1,1,1
3324,Winter,0,1,1,1
3325,Spring,0,1,1,1
3326,Summer,0,0,0,0
3327,Summer,0,0,0,0
3328,Winter,0,0,0,0
3329,Spring,0,0,0,0
3330,Winter,0,0,0,0
3331,Summer,1,0,1,1
3332,Autumn,0,1,1,1
3333,Spring,1,1,1,1
3334,Autumn,0,0,0,0
3335,Spring,1,1,1,0
3336,Autumn,0,0,0,0
3337,Spring,0,0,0,0
3338,Autumn,1,0,1,0
3339,Autumn,1,1,1,1
3340,Winter,0,0,0,0
3341,Summer,1,0,1,1
3342,Summer,1,1,1,1
3343,Winter,0,0,0,0
3344,Spring,1,1,1,1
3345,Winter,0,1,1,1
3346,Summer,1,1,1,1
3347,Winter,0,1,1,1
3348,Winter,0,0,0,0
3349,Autumn,1,1,1,1
3350,Autumn,1,1,1,1
3351,Winter,0,1,1,1
3352,Summer,1,0,1,1
3353,Autumn,0,1,1,1
3354,Autumn,1,1,1,1
3355,Winter,0,1,1,1
3356,Winter,0,1,1,1
3357,Spring,0,1,1,1
3358,Winter,0,0,0,0
3359,Spring,0,1,1,0
3360,Summer,1,0,1,1
3361,Spring,0,1,1,1
3362,Summer,1,0,1,1
3363,Summer,0,0,0,0
3364,Summer,0,0,0,0
3365,Winter,0,0,0,1
3366,Summer,0,0,0,0
3367,Winter,0,1,1,1
3368,Summer,1,0,1,1
3369,Spring,0,1,1,1
3370,Summer,0,0,0,0
3371,Summer,0,1,1,1
3372,Summer,1,0,1,1
3373,Spring,0,1,1,1
3374,Winter,0,0,0,1
3375,Autumn,1,1,1,1
3376,Winter,0,0,0,0
3377,Winter,0,1,1,1
3378,Spring,0,0,0,0
3379,Winter,0,0,0,1
3380,Spring,1,1,1,0
3381,Spring,0,1,1,1
3382,Autumn,0,0,0,0
3383,Spring,0,1,1,1
3384,Autumn,1,0,1,1
3385,Summer,1,1,1,1
3386,Spring,0,0,0,0
3387,Autumn,1,1,1,1
3388,Spring,0,0,0,0
3389,Winter,0,0,0,0
3390,Autumn,1,1,1,1
3391,Spring,0,1,1,1
3392,Autumn,0,1,1,1
3393,Winter,0,0,0,1
3394,Summer,0,0,0,0
3395,Winter,0,0,0,0
3396,Autumn,0,0,0,0
3397,Summer,0,1,1,0
3398,Summer,0,1,1,1
3399,Winter,0,0,0,0
3400,Summer,1,1,1,1
3401,Spring,1,0,1,1
3402,Autumn,0,1,1,1
3403,Winter,0,1,1,1
3404,Winter,0,0,0,0
3405,Autumn,1,1,1,0
3406,Summer,1,0,1,1
3407,Spring,1,0,1,1
3408,Summer,1,1,1,1
3409,Summer,0,0,0,0
